movieCd,movieNm,openDt,audiAcc,salesAcc,rank,rankOldAndNew,genres,directors,actors,showTm,watchGradeNm,nations
20080847,원티드,2008-06-26,1055214,7126329500,2,NEW,"스릴러,액션",티무르 베크맘베토브,"제임스 맥어보이,안젤리나 졸리,모건 프리먼",110,청소년관람불가,미국
20080663,크로싱,2008-06-26,317166,2074486500,4,OLD,드라마,김태균,"차인표,신명철,주다영,서영화,임홍식",112,12세이상관람가,"한국,중국,몽고"
20070291,무림여대생,2008-06-26,18363,117531000,10,NEW,"멜로/로맨스,액션,코미디",곽재용,"신민아,온주완,유건,임적안,최재성",115,15세이상관람가,한국
20080873,핸콕,2008-07-02,1319220,8725835500,1,NEW,"액션,드라마,코미디",피터 버그,"윌 스미스,샤를리즈 테론",92,12세이상관람가,미국
20080874,노크:낯선 자들의 방문,2008-07-02,118990,743452500,6,NEW,"공포(호러),스릴러",브라이언 버티노,"스캇 스피드맨,리브 타일러,젬마 워드",85,15세이상관람가,미국
20080845,크로우즈 제로,2008-07-02,14629,94164500,8,NEW,"스릴러,액션",미이케 다카시,"오구리 슌,야베 쿄스케",129,15세이상관람가,일본
20080848,돼지코 아기공룡 임피의 모험,2008-06-26,18443,106273000,9,OLD,"애니메이션,코미디,어드벤처,가족,판타지","호거 태프,라인하르트 클루스",,78,전체관람가,독일
20080914,적벽대전:거대한 전쟁의 시작,2008-07-10,787494,5120818500,2,OLD,"액션,드라마,전쟁",오우삼,"양조위,금성무,장첸,즈링 린/임지령,나카무라 시도",132,15세이상관람가,중국
20080878,알이씨(Rec),2008-07-10,48072,329270500,8,NEW,공포(호러),"파코 플라자,하우메 발라게로",마누엘라 벨라스코,78,청소년관람불가,스페인
20080871,잘못된 만남,2008-07-10,34559,225708000,9,NEW,"드라마,코미디",정영배,"정웅인,성지루,최종원,최지연,최우혁",104,15세이상관람가,한국
20072152,"좋은 놈, 나쁜 놈, 이상한 놈 ",2008-07-17,2121634,13928467000,1,OLD,"서부극(웨스턴),액션,어드벤처",김지운,"송강호,이병헌,정우성,엄지원,오일용",139,15세이상관람가,한국
20080946,님스 아일랜드,2008-07-17,254684,1614563500,4,NEW,"코미디,어드벤처,가족",마크 레빈,제라드 버틀러,91,전체관람가,미국
20080963,스페이스 침스:우주선을 찾아서,2008-07-17,83244,505076500,7,OLD,"애니메이션,코미디,어드벤처,SF",커크 드 미코,"앤디 샘버그,셰릴 하인즈,신동현,신봉선",81,전체관람가,미국
20080962,극장판 도라에몽:진구의 마계대모험 7인의 마법사,2008-07-17,68466,422794500,9,NEW,"애니메이션,코미디,어드벤처,가족",테라모토 유키요,미즈타 와사비,115,전체관람가,일본
20080764,님은 먼 곳에,2008-07-24,842461,5565661500,2,OLD,"드라마,전쟁",이준익,"수애,정진영,정경호,주진모,신현탁",126,15세이상관람가,"한국,태국"
20080992,100 피트,2008-07-24,51955,344154500,10,NEW,"공포(호러),스릴러",에릭 레드,"팜케 얀센,바비 카나베일,에드 웨스트윅",96,15세이상관람가,미국
20080996,미이라 3:황제의 무덤,2008-07-30,2116962,13605607000,1,NEW,"액션,어드벤처,판타지",롭 코헨,"브렌든 프레이저,마리아 벨로,이연걸",111,12세이상관람가,미국
20080968,눈에는 눈 이에는 이,2008-07-31,881797,5835296500,3,OLD,"범죄,스릴러,액션","안권태,곽경택","한석규,차승원,송영창,김윤태,이병준",101,15세이상관람가,한국
20081056,다크 나이트,2008-08-06,1178087,7784345000,1,NEW,"범죄,드라마,액션,미스터리",크리스토퍼 놀란,"크리스찬 베일,마이클 케인,히스 레저,아론 에크하트,매기 질렌할",152,15세이상관람가,미국
20081058,고死 : 피의 중간고사,2008-08-07,575019,3579590000,5,OLD,"공포(호러),스릴러",창,"이범수,남규리,김범,윤정희,권현상",85,15세이상관람가,한국
20081057,월ㆍE,2008-08-06,438677,2742611000,6,OLD,"애니메이션,코미디,액션,어드벤처,가족,SF",앤드류 스탠튼,"엘리사 나이트,벤 버트",104,전체관람가,미국
20081059,케로로 더 무비:케로로 VS 케로로 천공대결전,2008-08-07,73404,421474000,8,OLD,"애니메이션,코미디,어드벤처,SF",사토 준이치,"와타나베 쿠미코,코자쿠라 에츠코",96,전체관람가,일본
20080833,다찌마와리,2008-08-14,339439,2218281500,6,OLD,"액션,어드벤처,코미디",류승완,"임원희,공효진,박시연,황보라,김수현",99,12세이상관람가,한국
20081132,아기와 나,2008-08-14,207766,1278708000,8,OLD,"드라마,코미디",김진영,"장근석,문메이슨,송하윤,고규필,오광록",98,12세이상관람가,한국
20081096,엑스파일:나는 믿고싶다,2008-08-13,168667,1115951500,9,NEW,"SF,미스터리,어드벤처",크리스 카터,데이비드 듀코브니,104,15세이상관람가,미국
20080965,CJ7:장강7호,2008-08-21,170806,1075080500,7,OLD,"SF,코미디,판타지",주성치,"주성치,서교",88,전체관람가,홍콩
20081094,미드나잇 미트 트레인,2008-08-21,143582,979212000,10,OLD,"공포(호러),범죄,스릴러",기타무라 류헤이,"브래들리 쿠퍼,레슬리 빕",97,청소년관람불가,미국
20081001,신기전,2008-09-04,233317,1593392500,2,OLD,"사극,드라마,액션,전쟁",김유진,"정재영,한다감,허준호,안성기,김명수",134,15세이상관람가,한국
20081169,맘마미아!,2008-09-03,146819,996367500,4,NEW,"멜로/로맨스,뮤지컬",필리다 로이드,"아만다 사이프리드,메릴 스트립,콜린 퍼스",108,12세이상관람가,미국
20081199,지구,2008-09-04,82781,531367000,4,OLD,"다큐멘터리,어드벤처,가족","알래스테어 포더길,마크 린필드",패트릭 스튜어트,90,전체관람가,"영국,독일"
20081173,스타워즈 : 클론 전쟁,2008-09-04,55257,346435500,5,NEW,"애니메이션,액션,어드벤처,SF",데이브 필로니,,98,전체관람가,미국
20081243,영화는 영화다,2008-09-11,341489,2365327500,3,NEW,"액션,드라마,범죄",장훈,"소지섭,강지환,김태웅,홍수현,고창석",112,청소년관람불가,한국
20081244,울학교 이티,2008-09-11,236724,1529229000,4,OLD,"드라마,코미디",박광춘,"김수로,이한위,백성현,박보영,이민호",120,15세이상관람가,한국
20081212,20세기 소년,2008-09-11,109445,666055000,5,OLD,"SF,어드벤처,판타지",츠츠미 유키히코,"카라사와 토시아키,토요카와 에츠시,토키와 타카코",141,12세이상관람가,일본
20081247,방콕 데인저러스,2008-09-11,106229,691947000,6,OLD,"액션,범죄,스릴러","옥사이드 팽 천,대니 팽","니콜라스 케이지,양채니,사크릿 얌냠",98,15세이상관람가,미국
20081172,꽃보다 남자,2008-09-11,85397,525105500,7,OLD,멜로/로맨스,이시이 야스하루,"마츠다 쇼타,마츠모토 준,이노우에 마오,오구리 슌,아베 츠요시",130,12세이상관람가,일본
20081158,미러,2008-09-18,128263,891388500,5,OLD,"공포(호러),스릴러",알렉산더 아야,"키퍼 서덜랜드,폴라 패튼",111,청소년관람불가,"미국,루마니아"
20081276,황시,2008-09-18,93473,577665500,6,OLD,"전쟁,드라마",로저 스포티스우드,"조나단 리스 마이어스,주윤발,양자경,라다 미첼",124,12세이상관람가,"호주,중국,독일"
20080399,트럭,2008-09-25,245487,1689394000,3,OLD,"범죄,스릴러",권형진,"유해진,진구,김설우,김준배,경규원",96,청소년관람불가,한국
20081332,헬보이 2 : 골든 아미,2008-09-25,213395,1399421500,5,OLD,"SF,액션,어드벤처",길예르모 델 토로,"론 펄먼,셀마 블레어",119,12세이상관람가,"미국,독일"
20081002,멋진 하루,2008-09-25,205059,1386359500,6,OLD,"드라마,멜로/로맨스",이윤기,"전도연,하정우,김혜옥,김영민,이장욱",123,12세이상관람가,한국
20081331,동키호테,2008-09-25,31975,186031000,10,NEW,"애니메이션,코미디,액션,어드벤처,가족",호셉 포조,,83,전체관람가,"스페인,이탈리아"
20072686,모던보이,2008-10-02,411093,2738385000,2,OLD,"드라마,멜로/로맨스,미스터리",정지우,"박해일,김혜수,김남길,이새별,김영재",121,12세이상관람가,한국
20080741,고고 70,2008-10-03,298701,1968258500,3,OLD,드라마,최호,"조승우,신민아,이원정,곽선영,이성훈",118,15세이상관람가,한국
20081334,바빌론 A.D.,2008-10-02,151579,1009465500,6,NEW,"SF,스릴러,액션",마티유 카소비츠,"빈 디젤,멜라니 티에리,양자경",90,12세이상관람가,미국
20081363,더 클럽,2008-10-02,46316,319713000,10,NEW,"멜로/로맨스,드라마,스릴러",마르셀 랭겐거,"휴 잭맨,이완 맥그리거,미쉘 윌리엄스",107,청소년관람불가,미국
20081366,이글 아이,2008-10-09,658794,4345620000,1,OLD,"액션,스릴러,미스터리",D.J. 카루소,"샤이아 라보프,미셸 모나한,도니 제프콧",117,12세이상관람가,미국
20080887,비몽,2008-10-09,50816,343856000,8,NEW,"드라마,멜로/로맨스,판타지",김기덕,"이나영,오다기리 죠,이호영,진태현,김민수",95,청소년관람불가,"한국,일본"
20081364,내 친구의 사생활,2008-10-09,43216,289090500,10,NEW,"멜로/로맨스,코미디",다이앤 잉글리쉬,"맥 라이언,아네트 베닝,에바 멘데스",113,15세이상관람가,미국
20081391,미쓰 홍당무,2008-10-16,253670,1712620000,2,NEW,"드라마,코미디",이경미,"공효진,이종혁,서우,황우슬혜,방은진",100,청소년관람불가,한국
20081390,공작부인:세기의 스캔들,2008-10-16,117765,759502000,4,OLD,"사극,멜로/로맨스",사울 딥,"키이라 나이틀리,랄프 파인즈",110,15세이상관람가,"미국,영국"
20081393,데스 레이스,2008-10-16,74818,506702500,7,NEW,"SF,액션,어드벤처",폴 W.S. 앤더슨,"제이슨 스타뎀,조안 알렌,타이레스 깁슨",104,청소년관람불가,미국
20081361,하우 투 루즈 프렌즈,2008-10-16,64159,410329000,8,OLD,"코미디,멜로/로맨스",로버트 B. 웨이드,"사이먼 페그,커스틴 던스트",110,15세이상관람가,영국
20050086,사과,2008-10-16,32957,218845500,10,OLD,"드라마,멜로/로맨스",강이관,"문소리,이선균,강래연,주진모,강길삼",118,15세이상관람가,한국
20081395,아내가 결혼했다,2008-10-23,514772,3522444500,1,OLD,"멜로/로맨스,드라마",정윤수,"손예진,김주혁,주상욱,이주실,천성훈",119,청소년관람불가,한국
20081444,바디 오브 라이즈,2008-10-23,249541,1632984500,3,NEW,"스릴러,액션",리들리 스콧,"레오나르도 디카프리오,러셀 크로우,마크 스트롱",128,15세이상관람가,미국
20081446,화피,2008-10-23,81832,548190000,7,NEW,"스릴러,판타지,사극",진가상,"조미,저우쉰,천쿤",103,15세이상관람가,"홍콩,싱가포르,중국"
20081403,그 남자의 책 198쪽,2008-10-23,58243,371139000,9,OLD,"멜로/로맨스,드라마,애니메이션",김정권,"이동욱,유진,김현주,조정일,박동진",97,12세이상관람가,한국
20081565,뱅크 잡,2008-10-30,212467,1390067000,4,OLD,"범죄,스릴러",로저 도널드슨,"제이슨 스타뎀,세프론 버로우스,스티븐 캠벨 무어",111,15세이상관람가,영국
20081445,굿바이,2008-10-30,65545,401587500,7,OLD,드라마,타키타 요지로,"모토키 마사히로,히로스에 료코,야마자키 츠토무,요 키미코",130,12세이상관람가,일본
20081485,플라이 미 투 더 문,2008-10-30,58142,395891000,8,NEW,"애니메이션,어드벤처,가족,SF",벤 스타센,"트레버 개그넌,데이빗 고어,필립 볼든",84,전체관람가,벨기에
20081519,너를 잊지 않을 거야,2008-10-30,31668,193078500,10,OLD,드라마,하나도 준지,"하라 히데코,이태성,오나가 마키,정동환,서재경",108,전체관람가,"일본,한국"
20081484,007 퀀텀 오브 솔러스,2008-11-05,822576,5470919000,1,OLD,"액션,어드벤처",마크 포스터,"다니엘 크레이그,올가 쿠릴렌코,매티유 아맬릭",106,15세이상관람가,미국
20061223,소년은 울지 않는다,2008-11-06,58370,381997000,8,OLD,"액션,전쟁",배형준,"송창의,이완,박그리나,이기영,한성진",98,15세이상관람가,한국
20080637,서양 골동 양과자점 앤티크,2008-11-13,31410,225541500,10,OLD,드라마,민규동,"주지훈,김재욱,유아인,최지호,탁트인",109,15세이상관람가,한국
20081611,미인도,2008-11-13,601102,4046438500,2,OLD,"사극,드라마,멜로/로맨스",전윤수,"김민선,김영호,김남길,채송화,김규리",108,청소년관람불가,한국
20081535,눈먼자들의 도시,2008-11-20,240050,1644245000,4,OLD,"드라마,멜로/로맨스,스릴러,미스터리",페르난도 메이렐레스,"줄리안 무어,마크 러팔로",120,청소년관람불가,"캐나다,일본,브라질"
20081623,맥스 페인,2008-11-20,137764,876405500,5,NEW,"범죄,스릴러,액션",존 무어,"밀라 쿠니스,마크 월버그",100,15세이상관람가,미국
20081618,커넥트,2008-11-20,92054,569172000,7,OLD,"액션,스릴러,범죄",진목승,"고천락,서희원,장가휘",110,15세이상관람가,홍콩
20081136,렛 미 인,2008-11-13,44617,298754500,9,OLD,"공포(호러),드라마",토마스 알프레드슨,"카레 헤레브란트,리나 레안데르손",114,15세이상관람가,스웨덴
20080890,순정만화,2008-11-27,383565,2446546000,2,OLD,"멜로/로맨스,코미디",류장하,"유지태,이연희,채정안,강인,최수영",113,12세이상관람가,한국
20081672,과속스캔들,2008-12-03,90374,569550000,7,OLD,코미디,강형철,"차태현,박보영,왕석현,임지규,황우슬혜",108,12세이상관람가,한국
20080743,1724 기방난동사건,2008-12-03,192885,1283336000,4,OLD,"사극,액션,코미디",여균동,"이정재,김석훈,김옥빈,이원종,김수남",103,15세이상관람가,한국
20081681,쏘우 V,2008-12-03,103075,720133000,7,OLD,"범죄,공포(호러),스릴러",데이빗 해클,"토빈 벨,코스타스 맨다이어,스콧 패터슨,샤니 스미스",92,청소년관람불가,"미국,캐나다"
20081697,트와일라잇,2008-12-10,601918,3912375500,2,OLD,"액션,멜로/로맨스,판타지,공포(호러)",캐서린 하드윅,"크리스틴 스튜어트,로버트 패틴슨,에디 가테지",121,12세이상관람가,미국
20081673,오스트레일리아,2008-12-10,440217,2886261000,3,OLD,"사극,멜로/로맨스,서부극(웨스턴)",바즈 루어만,"휴 잭맨,니콜 키드먼",166,12세이상관람가,미국
20081700,트로픽 썬더 ,2008-12-10,51204,359138000,7,NEW,"액션,코미디,어드벤처,전쟁",벤 스틸러,"벤 스틸러,로버트 다우니 주니어,매튜 매커너히",106,청소년관람불가,"미국,독일"
20081696,잃어버린 세계를 찾아서,2008-12-17,435935,2867777500,2,OLD,"SF,어드벤처,가족,액션",에릭 브리빅,"브렌든 프레이저,조쉬 허처슨",92,전체관람가,미국
20081686,벼랑 위의 포뇨,2008-12-17,423477,2719305000,3,OLD,"애니메이션,어드벤처,판타지",미야자키 하야오,"야마구치 토모코,아마미 유키",100,전체관람가,일본
20081703,예스맨,2008-12-17,268003,1767651000,6,NEW,"코미디,드라마",페이튼 리드,"짐 캐리,주이 디샤넬",104,15세이상관람가,미국
20080750,달콤한 거짓말,2008-12-18,214284,1426929000,7,OLD,"멜로/로맨스,코미디",정정화,"김선아,박진희,조한선,이기우,김동욱",113,12세이상관람가,한국
20081716,쌍화점,2008-12-30,13866,62340000,10,NEW,드라마,유하,"조인성,주진모,송지효,임주환,여욱환",133,청소년관람불가,한국
20081723,지구가 멈추는 날,2008-12-24,1181655,7777212500,2,OLD,"SF,액션,스릴러",스콧 데릭슨,"키아누 리브스,제니퍼 코넬리",106,12세이상관람가,미국
20081718,로맨틱 아일랜드,2008-12-24,128175,856790500,9,OLD,"멜로/로맨스,코미디",강철우,"이선균,이수경,이민기,유진,이일화",107,15세이상관람가,한국
20081738,니코,2008-12-24,125935,776736500,10,OLD,"애니메이션,어드벤처,가족","마이클 헤트너,캐리 주스넌","한누-펙카 뵤르크만,장근석",80,전체관람가,"핀란드,덴마크,독일,아일랜드"
20081744,볼트,2008-12-31,454615,3058958500,3,OLD,"애니메이션,코미디,어드벤처,가족","바이론 하워드,크리스 윌리엄스","존 트라볼타,마일리 사이러스,수지 에스먼",96,전체관람가,미국
20081791,마다가스카 2,2009-01-08,445554,2749650000,3,OLD,"애니메이션,어드벤처,가족,액션","에릭 다넬,톰 맥그라스","데이빗 쉼머,크리스 록,제이다 핀켓 스미스,벤 스틸러",89,전체관람가,미국
20081809,트랜스포터-라스트 미션,2009-01-08,414301,2748914500,4,OLD,액션,올리비에 메가턴,"제이슨 스타뎀,나탈리아 루다코바",103,15세이상관람가,프랑스
20081790,디파이언스,2009-01-08,91326,610812500,8,OLD,"드라마,전쟁",에드워드 즈윅,"다니엘 크레이그,제이미 벨,리브 슈라이버",136,15세이상관람가,미국
20090006,탑 블레이드 더 무비,2009-01-15,23069,137521500,10,OLD,애니메이션,"야스미 테츠오,카와세 토시후미","나가사와 나오,쿠마이 모토코",70,전체관람가,일본
20090015,적벽대전 2 : 최후의 결전,2009-01-22,767299,5057001500,1,OLD,"액션,전쟁,드라마,사극",오우삼,"금성무,양조위,조미,장풍의,장첸",141,15세이상관람가,중국
20071013,작전명 발키리,2009-01-22,540348,3587149000,2,OLD,"스릴러,드라마,전쟁",브라이언 싱어,"톰 크루즈,빌 나이,케네스 브래너",120,12세이상관람가,"미국,독일"
20090014,유감스러운 도시,2009-01-22,462968,3131918000,3,OLD,"코미디,액션,범죄",김동원,"정준호,정웅인,정운택,김상중,박상민",121,15세이상관람가,한국
20090018,체인질링,2009-01-22,98343,680349500,8,NEW,"드라마,미스터리,범죄",클린트 이스트우드,"안젤리나 졸리,존 말코비치,제프리 도노반",141,청소년관람불가,미국
20090017,베드타임 스토리,2009-01-22,70738,449971500,9,OLD,"코미디,판타지,어드벤처,가족",아담 쉥크만,"아담 샌들러,케리 러셀",99,전체관람가,미국
20090019,잉크하트 : 어둠의 부활,2009-01-29,319148,2040614000,5,OLD,"어드벤처,판타지,가족",이안 소프틀리,"브렌든 프레이저,시에나 길로리,엘리자 베넷",106,전체관람가,미국
20090029,알파독,2009-01-29,74242,476980500,10,OLD,"드라마,범죄",닉 카사베츠,"벤 포스터,저스틴 팀버레이크,에밀 허쉬,안톤 옐친",113,청소년관람불가,미국
20080870,마린보이,2009-02-05,431157,2898305500,1,OLD,"액션,스릴러,범죄",윤종석,"김강우,조재현,박시연,김호성,신상열",118,15세이상관람가,한국
20081727,워낭소리,2009-01-15,305193,2093456400,5,OLD,다큐멘터리,이충렬,"최원균,이삼순,김민자,최종만,최종민",77,전체관람가,한국
20090026,세븐 파운즈,2009-02-05,152037,999191500,8,NEW,드라마,가브리엘 무치노,"윌 스미스,우디 해럴슨,로자리오 도슨",123,15세이상관람가,미국
20090022,키친,2009-02-05,86171,578277000,10,OLD,멜로/로맨스,홍지영,"김태우,신민아,주지훈,전혜진,안혜경",102,15세이상관람가,한국
20090024,벤자민 버튼의 시간은 거꾸로 간다,2009-02-12,461720,3059840500,1,NEW,"드라마,판타지",데이빗 핀처,"브래드 피트,케이트 블란쳇",166,12세이상관람가,미국
20090023,작전,2009-02-12,442857,2980147000,2,OLD,"범죄,드라마,스릴러",이호재,"박용하,박희순,김민정,김무열,조덕현",119,15세이상관람가,한국
20090012,그는 당신에게 반하지 않았다,2009-02-12,376650,2563449500,4,OLD,"멜로/로맨스,코미디",켄 콰피스,"제니퍼 코넬리,드류 베리모어,벤 애플렉,지니퍼 굿윈,제니퍼 애니스턴",129,15세이상관람가,미국
20090044,작은 영웅 데스페로,2009-02-12,149548,890258000,8,NEW,"애니메이션,어드벤처,판타지,코미디,가족","샘 펠,로버트 스티븐헤이겐","매튜 브로데릭,더스틴 호프만,엠마 왓슨,시고니 위버",93,전체관람가,미국
20090042,핸드폰,2009-02-19,286959,1945136500,4,OLD,스릴러,김한민,"엄태웅,박용우,박솔미,조문희,김유석",137,청소년관람불가,한국
20090025,문프린세스 : 문에이커의 비밀,2009-02-19,195138,1233033500,6,OLD,"어드벤처,판타지",가버 추보,"다코타 블루 리차드,이안 그루퍼드,나타샤 맥켈혼,팀 커리",103,전체관람가,"영국,프랑스"
20090027,말리와 나,2009-02-19,98866,671911500,9,OLD,"드라마,코미디,멜로/로맨스,가족",데이빗 프랭클,"오웬 윌슨,제니퍼 애니스턴",115,12세이상관람가,미국
20090063,인터내셔널,2009-02-26,148550,991102000,6,OLD,"액션,스릴러,드라마",톰 티크베어,"클라이브 오웬,나오미 왓츠",117,청소년관람불가,미국
20090083,언데드,2009-02-26,123849,822432000,8,NEW,"공포(호러),스릴러",데이빗 S. 고이어,"오데뜨 유스트만,게리 올드만,메간 굿",87,15세이상관람가,미국
20090043,왓치맨,2009-03-05,322311,2222835500,2,OLD,"액션,미스터리,판타지,SF",잭 스나이더,"제프리 딘 모건,빌리 크루덥,재키 얼 헤일리",161,청소년관람불가,미국
20090068,더 레슬러,2009-03-05,40581,280749500,9,OLD,"드라마,액션",대런 아로노프스키,"미키 루크,마리사 토메이,에반 레이첼 우드",109,청소년관람불가,미국
20090086,킬러들의 도시,2009-03-05,32652,229789500,10,NEW,"범죄,드라마,스릴러",마틴 맥도나,"랄프 파인즈,콜린 파렐,브렌단 글리슨",102,청소년관람불가,"영국,미국"
20090085,슬픔보다 더 슬픈 이야기,2009-03-11,316328,2104003000,1,OLD,"멜로/로맨스,드라마",원태연,"권상우,이보영,이범수,손현수,김흥국",105,15세이상관람가,한국
20090082,드래곤볼 에볼루션,2009-03-12,278185,1765660000,2,NEW,"액션,어드벤처,SF,가족",제임스 왕,"저스틴 채트윈,주윤발,에미 로섬,제임스 마스터스",85,전체관람가,미국
20090087,뉴욕은 언제나 사랑 중,2009-03-12,149890,1039813500,5,NEW,"멜로/로맨스,코미디",그리핀 던,"우마 서먼,콜린 퍼스,제프리 딘 모건",90,15세이상관람가,미국
20090091,13일의 금요일,2009-03-12,137081,979715500,7,OLD,공포(호러),마커스 니스펠,"다니엘 파나베이커,아만다 라이거티",97,청소년관람불가,미국
20090157,푸시,2009-03-19,322285,2148846500,1,OLD,"SF,스릴러,드라마",폴 맥기건,"크리스 에반스,다코타 패닝,카밀라 벨",111,15세이상관람가,미국
20090161,슬럼독 밀리어네어,2009-03-19,262834,1778932500,2,OLD,"드라마,멜로/로맨스,범죄",대니 보일,"데브 파텔,이르판 칸,프리다 핀토,마두르 미탈,아닐 카푸르",120,15세이상관람가,"영국,미국"
20090169,실종,2009-03-19,249373,1731523500,3,NEW,"범죄,스릴러,미스터리",김성홍,"문성근,추자현,전세현,오성수,이봉규",98,청소년관람불가,한국
20090064,그랜 토리노,2009-03-19,63198,432452500,10,OLD,"드라마,범죄,스릴러",클린트 이스트우드,"클린트 이스트우드,크리스토퍼 칼리,비 방",116,12세이상관람가,미국
20090065,더 리더: 책 읽어주는 남자,2009-03-26,166649,1085817500,4,OLD,"드라마,멜로/로맨스,범죄,전쟁",스티븐 달드리,"랄프 파인즈,케이트 윈슬렛,데이빗 크로스",123,청소년관람불가,"미국,독일"
20090090,쇼퍼홀릭,2009-03-26,147928,1018591000,5,OLD,"코미디,드라마,멜로/로맨스",P.J. 호건,"아일라 피셔,휴 댄시,조앤 쿠삭",105,12세이상관람가,미국
20090174,카오스,2009-03-26,121146,808676500,7,OLD,"액션,드라마,범죄,스릴러",토니 기글리오,"제이슨 스타뎀,라이언 필립,웨슬리 스나입스",105,15세이상관람가,"영국,미국,캐나다"
20090167,기프트,2009-03-26,99064,672776500,8,OLD,"액션,스릴러,미스터리",그렉 마크스,"쉐인 웨스트,에드워드 번즈,빙 라메스",105,15세이상관람가,미국
20090156,그림자 살인,2009-04-02,549838,3683545000,1,OLD,"미스터리,스릴러,사극,범죄",박대민,"황정민,류덕환,오달수,엄지원,박진우",111,15세이상관람가,한국
20090176,분노의 질주: 더 오리지널,2009-04-02,230087,1558751500,3,NEW,액션,저스틴 린,"빈 디젤,폴 워커,미쉘 로드리게즈",106,15세이상관람가,미국
20090088,신부들의 전쟁,2009-04-02,64742,427830500,9,OLD,"코미디,멜로/로맨스",게리 위닉,"앤 해서웨이,케이트 허드슨",88,12세이상관람가,미국
20090193,우리 집에 왜 왔니,2009-04-09,124526,805970500,4,OLD,"드라마,멜로/로맨스,코미디",황수아,"강혜정,박희순,문재원,강다연,허남훈",107,15세이상관람가,한국
20090192,용의자 X의 헌신,2009-04-09,57970,391709000,6,OLD,"미스터리,스릴러,범죄",니시타니 히로시,"후쿠야마 마사하루,츠츠미 신이치,시바사키 코우",128,12세이상관람가,일본
20090190,미쓰 루시힐,2009-04-09,52935,364764500,7,OLD,"코미디,멜로/로맨스",조나스 엘머,"르네 젤위거,해리 코닉 주니어",96,12세이상관람가,미국
20090191,안나와 알렉스 : 두자매 이야기,2009-04-09,34149,232063000,10,OLD,"공포(호러),스릴러",찰스 가드,"에밀리 브라우닝,아리엘 케벨",87,15세이상관람가,미국
20090206,노잉,2009-04-16,459787,3030756000,1,OLD,"SF,액션,미스터리,드라마",알렉스 프로야스,"니콜라스 케이지,로즈 번,챈들러 캔터베리",121,12세이상관람가,미국
20090210,13구역: 얼티메이텀,2009-04-16,210784,1409683175,3,OLD,액션,패트릭 알레산드렝,"시릴 라파엘리,데이빗 벨",100,15세이상관람가,프랑스
20090207,엽문,2009-04-16,54393,361434500,7,OLD,"액션,드라마",엽위신,"견자단,임달화,슝다이린",106,12세이상관람가,홍콩
20090203,내 남자의 아내도 좋아,2009-04-15,35707,244467500,8,OLD,"드라마,멜로/로맨스",우디 알렌,"스칼렛 요한슨,페넬로페 크루즈,하비에르 바르뎀,레베카 홀",96,15세이상관람가,"스페인,미국"
20081737,7급 공무원,2009-04-22,39065,258312000,9,OLD,"코미디,액션,드라마,범죄",신태라,"김하늘,강지환,임성현,유승목,강규영",112,12세이상관람가,한국
20090205,더블 스파이,2009-04-16,31071,207779500,10,NEW,"범죄,멜로/로맨스,스릴러",토니 길로이,"클라이브 오웬,줄리아 로버츠",125,12세이상관람가,"미국,독일"
20090195,몬스터 vs 에이리언,2009-04-23,220055,1541930500,5,OLD,"애니메이션,어드벤처,SF,코미디","롭 레터맨,콘래드 베논","리즈 위더스푼,르네 젤위거,휴 로리,세스 로건,한예슬",94,전체관람가,미국
20090035,똥파리,2009-04-16,72545,498978500,7,OLD,드라마,양익준,"양익준,김꽃비,이환,손승현,강광희",130,청소년관람불가,한국
20090219,제독의 연인,2009-04-23,29791,199646000,10,NEW,"드라마,전쟁",안드레이 크라프추크,"엘리자베타 보야르스카야,콘스탄틴 카벤스키",123,15세이상관람가,러시아
20081003,박쥐,2009-04-30,962666,6534082000,1,OLD,"공포(호러),드라마",박찬욱,"송강호,김옥빈,신하균,김해숙,송영창",133,청소년관람불가,"한국,미국,호주"
20090222,엑스맨 탄생: 울버린,2009-04-30,596887,3957308500,3,NEW,"SF,액션,판타지",개빈 후드,"휴 잭맨,리브 슈라이버,다니엘 헤니,라이언 레이놀즈",107,12세이상관람가,미국
20090225,인사동 스캔들,2009-04-29,412183,2778177000,4,OLD,"드라마,범죄,액션",박희곤,"김래원,엄정화,임하룡,홍수현,박영석",109,15세이상관람가,한국
20090226,케로로 더 무비: 드래곤 워리어,2009-04-30,70711,421916500,8,OLD,"애니메이션,SF,어드벤처","사토 준이치,야마구치 스스무","코자쿠라 에츠코,나카타 조지",77,전체관람가,일본
20090214,스테이트 오브 플레이,2009-04-30,76056,506034000,9,OLD,"드라마,범죄,스릴러",케빈 맥도널드,"러셀 크로우,벤 애플렉,레이첼 맥아담스",127,12세이상관람가,미국
20090235,스타 트렉: 더 비기닝,2009-05-07,433508,2912665000,5,OLD,"SF,액션,어드벤처",J.J. 에이브럼스,"크리스 파인,재커리 퀸토,칼 어번",126,12세이상관람가,미국
20090227,리틀 비버,2009-04-30,114867,692589000,8,OLD,"가족,어드벤처",필립 칼드롱,"브누아 브리에르,유재석,김동현,이계인,이경규",72,전체관람가,프랑스
20090234,천사와 악마,2009-05-14,775982,5154574500,1,NEW,"미스터리,범죄,스릴러",론 하워드,"톰 행크스,이완 맥그리거",138,15세이상관람가,미국
