movieCd,movieNm,openDt,audiAcc,salesAcc,rank,rankOldAndNew
20080349,버킷 리스트:죽기전에 꼭 하고싶은것들,2008-04-09,70377,479368000,9,OLD
20080350,내가 숨쉬는 공기,2008-04-09,70757,485614000,10,OLD
20080363,스트리트 킹,2008-04-17,142388,916372000,3,NEW
20080364,킬위드미,2008-04-17,99425,677631500,5,NEW
20080365,패솔로지,2008-04-17,37454,246707500,10,OLD
20080379,포비든 킹덤: 전설의 마스터를 찾아서,2008-04-24,543502,3587346500,1,OLD
20080396,아이언맨,2008-04-30,1314116,8523603000,1,OLD
20080394,비스티 보이즈,2008-04-30,391224,2588533500,2,OLD
20080393,호튼,2008-04-30,217199,1317052500,5,OLD
20080397,가루지기,2008-04-30,158841,1035351500,6,OLD
20080472,명탐정 코난:베이커가의 망령,2008-05-01,35409,206835500,8,OLD
20080476,스피드 레이서,2008-05-08,426469,2773064000,2,OLD
20080478,프라이스리스,2008-05-08,60446,408132500,8,NEW
20080516,서울이 보이냐,2008-05-08,27268,168772500,10,OLD
20080479,나니아 연대기:캐스피언 왕자 ,2008-05-15,638300,4064792000,2,OLD
20080514,페넬로피,2008-05-15,124141,801996500,5,OLD
20070675,인디아나 존스 4 : 크리스탈 해골의 왕국,2008-05-22,1659001,10823616000,1,NEW
20080654,겟 썸,2008-05-22,63592,422440500,6,NEW
20080656,날나리 종부전,2008-05-22,17317,107263500,9,OLD
20080641,라스베가스에서만 생길 수 있는 일,2008-05-29,298863,1980949500,2,OLD
20080659,88분,2008-05-29,161744,1080758500,5,NEW
20080660,바디,2008-05-29,73215,480050500,6,OLD
20080661,위 오운 더 나잇,2008-05-29,43638,293841500,8,NEW
20080653,쿵푸 팬더,2008-06-05,1265715,8172498000,1,NEW
20080709,섹스 앤 더 시티,2008-06-05,445379,3018920000,3,OLD
20071060,걸스카우트,2008-06-05,163288,1065252000,5,OLD
20080706,디 아이,2008-06-05,63221,406679500,8,OLD
20080830,인크레더블 헐크,2008-06-12,527328,3447168500,2,NEW
20080829,해프닝,2008-06-12,235061,1625280000,5,NEW
20072673,흑심모녀,2008-06-12,40637,268416000,8,NEW
20080828,도화선,2008-06-12,21078,141393000,10,OLD
20080736,강철중: 공공의 적 1-1,2008-06-19,1385383,9251925000,1,OLD
20080836,겟 스마트,2008-06-19,113995,752171000,5,OLD
20080835,21,2008-06-19,65850,448570500,8,NEW
20080837,둠스데이:지구 최후의 날,2008-06-19,65348,438882500,9,OLD
20080847,원티드,2008-06-26,1055214,7126329500,2,NEW
20080663,크로싱,2008-06-26,317166,2074486500,4,OLD
20070291,무림여대생,2008-06-26,18363,117531000,10,NEW
20080873,핸콕,2008-07-02,1319220,8725835500,1,NEW
20080874,노크:낯선 자들의 방문,2008-07-02,118990,743452500,6,NEW
20080845,크로우즈 제로,2008-07-02,14629,94164500,8,NEW
20080848,돼지코 아기공룡 임피의 모험,2008-06-26,18443,106273000,9,OLD
20080914,적벽대전:거대한 전쟁의 시작,2008-07-10,787494,5120818500,2,OLD
20080878,알이씨(Rec),2008-07-10,48072,329270500,8,NEW
20080871,잘못된 만남,2008-07-10,34559,225708000,9,NEW
20072152,"좋은 놈, 나쁜 놈, 이상한 놈 ",2008-07-17,2121634,13928467000,1,OLD
20080946,님스 아일랜드,2008-07-17,254684,1614563500,4,NEW
20080963,스페이스 침스:우주선을 찾아서,2008-07-17,83244,505076500,7,OLD
20080962,극장판 도라에몽:진구의 마계대모험 7인의 마법사,2008-07-17,68466,422794500,9,NEW
20080764,님은 먼 곳에,2008-07-24,842461,5565661500,2,OLD
20080992,100 피트,2008-07-24,51955,344154500,10,NEW
20080996,미이라 3:황제의 무덤,2008-07-30,2116962,13605607000,1,NEW
20080968,눈에는 눈 이에는 이,2008-07-31,881797,5835296500,3,OLD
20081056,다크 나이트,2008-08-06,1178087,7784345000,1,NEW
20081058,고死 : 피의 중간고사,2008-08-07,575019,3579590000,5,OLD
20081057,월ㆍE,2008-08-06,438677,2742611000,6,OLD
20081059,케로로 더 무비:케로로 VS 케로로 천공대결전,2008-08-07,73404,421474000,8,OLD
20080833,다찌마와리,2008-08-14,339439,2218281500,6,OLD
20081132,아기와 나,2008-08-14,207766,1278708000,8,OLD
20081096,엑스파일:나는 믿고싶다,2008-08-13,168667,1115951500,9,NEW
20080965,CJ7:장강7호,2008-08-21,170806,1075080500,7,OLD
20081094,미드나잇 미트 트레인,2008-08-21,143582,979212000,10,OLD
20081001,신기전,2008-09-04,233317,1593392500,2,OLD
20081169,맘마미아!,2008-09-03,146819,996367500,4,NEW
20081199,지구,2008-09-04,82781,531367000,4,OLD
20081173,스타워즈 : 클론 전쟁,2008-09-04,55257,346435500,5,NEW
20081243,영화는 영화다,2008-09-11,341489,2365327500,3,NEW
20081244,울학교 이티,2008-09-11,236724,1529229000,4,OLD
20081212,20세기 소년,2008-09-11,109445,666055000,5,OLD
20081247,방콕 데인저러스,2008-09-11,106229,691947000,6,OLD
20081172,꽃보다 남자,2008-09-11,85397,525105500,7,OLD
20081158,미러,2008-09-18,128263,891388500,5,OLD
20081276,황시,2008-09-18,93473,577665500,6,OLD
20080399,트럭,2008-09-25,245487,1689394000,3,OLD
20081332,헬보이 2 : 골든 아미,2008-09-25,213395,1399421500,5,OLD
20081002,멋진 하루,2008-09-25,205059,1386359500,6,OLD
20081331,동키호테,2008-09-25,31975,186031000,10,NEW
20072686,모던보이,2008-10-02,411093,2738385000,2,OLD
20080741,고고 70,2008-10-03,298701,1968258500,3,OLD
20081334,바빌론 A.D.,2008-10-02,151579,1009465500,6,NEW
20081363,더 클럽,2008-10-02,46316,319713000,10,NEW
20081366,이글 아이,2008-10-09,658794,4345620000,1,OLD
20080887,비몽,2008-10-09,50816,343856000,8,NEW
20081364,내 친구의 사생활,2008-10-09,43216,289090500,10,NEW
20081391,미쓰 홍당무,2008-10-16,253670,1712620000,2,NEW
20081390,공작부인:세기의 스캔들,2008-10-16,117765,759502000,4,OLD
20081393,데스 레이스,2008-10-16,74818,506702500,7,NEW
20081361,하우 투 루즈 프렌즈,2008-10-16,64159,410329000,8,OLD
20050086,사과,2008-10-16,32957,218845500,10,OLD
20081395,아내가 결혼했다,2008-10-23,514772,3522444500,1,OLD
20081444,바디 오브 라이즈,2008-10-23,249541,1632984500,3,NEW
20081446,화피,2008-10-23,81832,548190000,7,NEW
20081403,그 남자의 책 198쪽,2008-10-23,58243,371139000,9,OLD
20081565,뱅크 잡,2008-10-30,212467,1390067000,4,OLD
20081445,굿바이,2008-10-30,65545,401587500,7,OLD
20081485,플라이 미 투 더 문,2008-10-30,58142,395891000,8,NEW
20081519,너를 잊지 않을 거야,2008-10-30,31668,193078500,10,OLD
20081484,007 퀀텀 오브 솔러스,2008-11-05,822576,5470919000,1,OLD
20061223,소년은 울지 않는다,2008-11-06,58370,381997000,8,OLD
20080637,서양 골동 양과자점 앤티크,2008-11-13,31410,225541500,10,OLD
20081611,미인도,2008-11-13,601102,4046438500,2,OLD
20081535,눈먼자들의 도시,2008-11-20,240050,1644245000,4,OLD
20081623,맥스 페인,2008-11-20,137764,876405500,5,NEW
20081618,커넥트,2008-11-20,92054,569172000,7,OLD
20081136,렛 미 인,2008-11-13,44617,298754500,9,OLD
20080890,순정만화,2008-11-27,383565,2446546000,2,OLD
20081672,과속스캔들,2008-12-03,90374,569550000,7,OLD
20080743,1724 기방난동사건,2008-12-03,192885,1283336000,4,OLD
20081681,쏘우 V,2008-12-03,103075,720133000,7,OLD
20081697,트와일라잇,2008-12-10,601918,3912375500,2,OLD
20081673,오스트레일리아,2008-12-10,440217,2886261000,3,OLD
20081700,트로픽 썬더 ,2008-12-10,51204,359138000,7,NEW
20081696,잃어버린 세계를 찾아서,2008-12-17,435935,2867777500,2,OLD
20081686,벼랑 위의 포뇨,2008-12-17,423477,2719305000,3,OLD
20081703,예스맨,2008-12-17,268003,1767651000,6,NEW
20080750,달콤한 거짓말,2008-12-18,214284,1426929000,7,OLD
20081716,쌍화점,2008-12-30,13866,62340000,10,NEW
20081723,지구가 멈추는 날,2008-12-24,1181655,7777212500,2,OLD
20081718,로맨틱 아일랜드,2008-12-24,128175,856790500,9,OLD
20081738,니코,2008-12-24,125935,776736500,10,OLD
20081744,볼트,2008-12-31,454615,3058958500,3,OLD
20081791,마다가스카 2,2009-01-08,445554,2749650000,3,OLD
20081809,트랜스포터-라스트 미션,2009-01-08,414301,2748914500,4,OLD
20081790,디파이언스,2009-01-08,91326,610812500,8,OLD
20090006,탑 블레이드 더 무비,2009-01-15,23069,137521500,10,OLD
20090015,적벽대전 2 : 최후의 결전,2009-01-22,767299,5057001500,1,OLD
20071013,작전명 발키리,2009-01-22,540348,3587149000,2,OLD
20090014,유감스러운 도시,2009-01-22,462968,3131918000,3,OLD
20090018,체인질링,2009-01-22,98343,680349500,8,NEW
20090017,베드타임 스토리,2009-01-22,70738,449971500,9,OLD
20090019,잉크하트 : 어둠의 부활,2009-01-29,319148,2040614000,5,OLD
20090029,알파독,2009-01-29,74242,476980500,10,OLD
20080870,마린보이,2009-02-05,431157,2898305500,1,OLD
20081727,워낭소리,2009-01-15,305193,2093456400,5,OLD
20090026,세븐 파운즈,2009-02-05,152037,999191500,8,NEW
20090022,키친,2009-02-05,86171,578277000,10,OLD
20090024,벤자민 버튼의 시간은 거꾸로 간다,2009-02-12,461720,3059840500,1,NEW
20090023,작전,2009-02-12,442857,2980147000,2,OLD
20090012,그는 당신에게 반하지 않았다,2009-02-12,376650,2563449500,4,OLD
20090044,작은 영웅 데스페로,2009-02-12,149548,890258000,8,NEW
20090042,핸드폰,2009-02-19,286959,1945136500,4,OLD
20090025,문프린세스 : 문에이커의 비밀,2009-02-19,195138,1233033500,6,OLD
20090027,말리와 나,2009-02-19,98866,671911500,9,OLD
20090063,인터내셔널,2009-02-26,148550,991102000,6,OLD
20090083,언데드,2009-02-26,123849,822432000,8,NEW
20090043,왓치맨,2009-03-05,322311,2222835500,2,OLD
20090068,더 레슬러,2009-03-05,40581,280749500,9,OLD
20090086,킬러들의 도시,2009-03-05,32652,229789500,10,NEW
20090085,슬픔보다 더 슬픈 이야기,2009-03-11,316328,2104003000,1,OLD
20090082,드래곤볼 에볼루션,2009-03-12,278185,1765660000,2,NEW
20090087,뉴욕은 언제나 사랑 중,2009-03-12,149890,1039813500,5,NEW
20090091,13일의 금요일,2009-03-12,137081,979715500,7,OLD
20090157,푸시,2009-03-19,322285,2148846500,1,OLD
20090161,슬럼독 밀리어네어,2009-03-19,262834,1778932500,2,OLD
20090169,실종,2009-03-19,249373,1731523500,3,NEW
20090064,그랜 토리노,2009-03-19,63198,432452500,10,OLD
20090065,더 리더: 책 읽어주는 남자,2009-03-26,166649,1085817500,4,OLD
20090090,쇼퍼홀릭,2009-03-26,147928,1018591000,5,OLD
20090174,카오스,2009-03-26,121146,808676500,7,OLD
20090167,기프트,2009-03-26,99064,672776500,8,OLD
20090156,그림자 살인,2009-04-02,549838,3683545000,1,OLD
20090176,분노의 질주: 더 오리지널,2009-04-02,230087,1558751500,3,NEW
20090088,신부들의 전쟁,2009-04-02,64742,427830500,9,OLD
20090193,우리 집에 왜 왔니,2009-04-09,124526,805970500,4,OLD
20090192,용의자 X의 헌신,2009-04-09,57970,391709000,6,OLD
20090190,미쓰 루시힐,2009-04-09,52935,364764500,7,OLD
20090191,안나와 알렉스 : 두자매 이야기,2009-04-09,34149,232063000,10,OLD
20090206,노잉,2009-04-16,459787,3030756000,1,OLD
20090210,13구역: 얼티메이텀,2009-04-16,210784,1409683175,3,OLD
20090207,엽문,2009-04-16,54393,361434500,7,OLD
20090203,내 남자의 아내도 좋아,2009-04-15,35707,244467500,8,OLD
20081737,7급 공무원,2009-04-22,39065,258312000,9,OLD
20090205,더블 스파이,2009-04-16,31071,207779500,10,NEW
20090195,몬스터 vs 에이리언,2009-04-23,220055,1541930500,5,OLD
20090035,똥파리,2009-04-16,72545,498978500,7,OLD
20090219,제독의 연인,2009-04-23,29791,199646000,10,NEW
20081003,박쥐,2009-04-30,962666,6534082000,1,OLD
20090222,엑스맨 탄생: 울버린,2009-04-30,596887,3957308500,3,NEW
20090225,인사동 스캔들,2009-04-29,412183,2778177000,4,OLD
20090226,케로로 더 무비: 드래곤 워리어,2009-04-30,70711,421916500,8,OLD
20090214,스테이트 오브 플레이,2009-04-30,76056,506034000,9,OLD
20090235,스타 트렉: 더 비기닝,2009-05-07,433508,2912665000,5,OLD
20090227,리틀 비버,2009-04-30,114867,692589000,8,OLD
20090234,천사와 악마,2009-05-14,775982,5154574500,1,NEW
20090237,김씨표류기,2009-05-14,319588,2110593500,4,OLD
20090259,옹박: 더 레전드,2009-05-14,22693,146994000,8,NEW
20090265,할로윈:살인마의 탄생,2009-05-14,19803,138665500,10,OLD
20090238,터미네이터 : 미래전쟁의 시작,2009-05-21,1675115,11095520000,1,OLD
20090284,코렐라인,2009-05-21,99097,654209000,7,NEW
20090261,잘 알지도 못하면서,2009-05-14,23673,164725000,10,OLD
20090248,마더,2009-05-28,1202022,8187199500,2,OLD
20090269,에코,2009-05-28,29730,192149000,9,OLD
20090282,박물관이 살아있다 2,2009-06-04,942333,5952007500,2,OLD
20090297,거북이 달린다,2009-06-11,544054,3687946500,2,OLD
20090287,펠햄 123,2009-06-11,171597,1167098500,5,NEW
20090288,드래그 미 투 헬,2009-06-11,129201,874937000,6,OLD
20090320,블러드,2009-06-11,70660,481490500,7,OLD
20090314,임피 원더랜드 가다,2009-06-11,19899,121535500,10,NEW
20090327,여고괴담 5,2009-06-18,286215,1846380000,3,NEW
20090333,블룸 형제 사기단,2009-06-18,54207,367453000,8,OLD
20090332,신주쿠 사건,2009-06-18,29420,197672000,9,NEW
20090303,트랜스포머: 패자의 역습,2009-06-24,2992475,19996785500,1,NEW
20090343,링스 어드벤처,2009-06-24,64488,389225500,7,OLD
20090336,킹콩을 들다,2009-07-01,327904,2274740000,3,OLD
20081454,언노운 우먼,2009-07-01,12257,92992000,9,OLD
20090319,오감도,2009-07-09,264755,1962068000,4,OLD
20090345,주온-원혼의 부활,2009-07-09,193234,1336008000,5,OLD
20071015,아더와 미니모이-제1탄비밀원정대의출정,2009-07-09,99663,645441500,6,OLD
20090379,해리 포터와 혼혈 왕자,2009-07-15,1690424,11672998500,1,NEW
20090051,차우,2009-07-15,686972,4853648000,2,OLD
20090403,극장판 도라에몽: 진구의 공룡대탐험,2009-07-15,75746,512789500,8,NEW
20090074,해운대,2009-07-22,9802,67550000,10,NEW
20090061,블러디 발렌타인,2009-07-22,85037,788996500,7,OLD
20090307,국가대표,2009-07-29,953517,6888863000,2,OLD
20090391,업,2009-07-29,415171,3078160500,3,OLD
20090412,명탐정 코난 : 칠흑의 추적자,2009-07-29,251940,1627626500,6,OLD
20090411,메디엄,2009-07-29,48667,356684500,9,OLD
20090427,지.아이.조 : 전쟁의 서막,2009-08-06,963850,7131376500,3,NEW
20090389,10억,2009-08-06,277160,1999118000,5,OLD
20090408,아이스 에이지 3: 공룡시대,2009-08-12,435384,3108157000,4,OLD
20090426,퍼블릭 에너미,2009-08-12,290614,2145755000,5,NEW
20090434,불신지옥,2009-08-12,164387,1197501500,6,OLD
20090445,썸머 워즈,2009-08-13,63717,458217000,10,OLD
20090304,요가학원,2009-08-20,187061,1339027000,5,OLD
20090459,퍼펙트 겟어웨이,2009-08-20,165363,1225411500,6,OLD
20090455,오펀: 천사의 비밀,2009-08-20,120462,926909000,8,OLD
20090454,소피의 연애 매뉴얼,2009-08-20,80076,595799000,9,OLD
20090425,블랙,2009-08-27,270371,1939908000,3,OLD
20090462,코코 샤넬,2009-08-27,116929,878209000,6,OLD
20090428,나의 로맨틱 가이드,2009-08-27,44604,333246500,10,OLD
20090449,프로포즈,2009-09-03,156779,1199207000,4,OLD
20090485,왼편 마지막 집,2009-09-03,57496,438758000,8,NEW
20090453,드림업,2009-09-03,57401,401045000,9,OLD
20090484,애자,2009-09-09,384330,2822662000,2,OLD
20090510,이태원 살인사건,2009-09-10,285290,2153683500,3,OLD
20090527,국가대표 완결판-못 다한 이야기,2009-09-10,80877,602396000,7,NEW
20090511,하이 레인,2009-09-09,68600,526101500,8,OLD
20090469,마이 시스터즈 키퍼,2009-09-10,65183,478926000,9,NEW
20090501,9:나인,2009-09-09,59289,426062500,10,OLD
20090513,어글리 트루스,2009-09-17,152784,1186328000,4,OLD
20090529,S러버,2009-09-17,61787,479051500,8,NEW
20090329,내 사랑 내 곁에,2009-09-24,654339,4861106500,1,OLD
20090308,불꽃처럼 나비처럼,2009-09-24,447638,3344221000,2,OLD
20090528,페임,2009-09-24,215656,1610252500,4,OLD
20090554,써로게이트,2009-10-01,402364,3063536500,3,OLD
20090555,게이머,2009-10-01,203867,1576546000,6,OLD
20090572,파이널 데스티네이션 4,2009-10-01,148750,1189122000,8,NEW
20090556,나는 갈매기,2009-09-26,89220,539110500,9,OLD
20090570,짱구는 못말려 극장판:태풍을 부르는 노래하는 엉덩이 폭탄,2009-09-24,90638,633444500,10,OLD
20090562,정승필 실종사건,2009-10-08,173048,1269461500,5,OLD
20090557,호우시절,2009-10-08,149088,1120308500,6,OLD
20090579,디스트릭트 9,2009-10-15,346209,2661877000,1,NEW
20090580,나는 비와 함께 간다,2009-10-15,131060,1008284500,4,OLD
20090581,부산,2009-10-15,90635,689975000,9,NEW
20090605,굿모닝 프레지던트,2009-10-22,815987,5937870300,1,OLD
20090613,팬도럼,2009-10-22,82505,636146500,3,OLD
20090599,뉴욕 아이 러브 유,2009-10-22,46086,361187000,9,OLD
20090664,시간 여행자의 아내,2009-10-28,282919,2118628500,2,OLD
20090578,바스터즈: 거친 녀석들,2009-10-28,154377,1169812500,3,NEW
20090667,파주,2009-10-28,76957,576445500,5,OLD
20090604,마이클 잭슨의 디스 이즈 잇,2009-10-28,66099,502336500,6,NEW
20090669,집행자,2009-11-05,193824,1492779500,3,OLD
20090146,펜트하우스 코끼리,2009-11-05,98327,749771500,5,OLD
20090724,내 눈에 콩깍지,2009-11-05,42318,313717500,8,NEW
20081729,킬 미,2009-11-05,39091,301586500,9,NEW
20090685,2012,2009-11-12,1622677,11718545500,1,NEW
20090590,청담보살,2009-11-11,560502,4188521500,2,OLD
20090801,천국의 우편배달부,2009-11-12,71594,475681000,6,NEW
20090800,19-Nineteen,2009-11-12,27274,173832000,9,NEW
20090305,백야행,2009-11-19,354092,2685767500,3,OLD
20090682,솔로이스트,2009-11-19,69567,521881500,5,NEW
20090815,홍길동의 후예,2009-11-26,18850,95189000,9,NEW
20090678,닌자 어쌔신,2009-11-26,551791,4196866500,2,NEW
20090681,크리스마스 캐롤,2009-11-26,138664,1066890000,6,OLD
20090828,뉴 문,2009-12-02,24684,198005000,9,NEW
20090822,바람,2009-11-26,25619,189331000,10,OLD
20090311,시크릿,2009-12-03,374366,2893362500,4,OLD
20090811,에반게리온: 파,2009-12-03,28152,222237500,10,OLD
20090826,모범시민,2009-12-10,376573,2805200000,3,NEW
20090862,여배우들,2009-12-10,257340,1923527500,5,OLD
20090834,아바타,2009-12-17,1666515,13725791000,1,OLD
20090875,걸프렌즈,2009-12-17,75440,555963000,8,OLD
20090077,전우치,2009-12-23,1783062,12961021000,2,OLD
20090856,셜록 홈즈,2009-12-23,803893,5896132500,3,NEW
20090089,파르나서스 박사의 상상극장,2009-12-23,332769,2422286000,4,OLD
20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,150997,1006789500,5,OLD
20090891,나인,2009-12-31,335680,2563450500,4,OLD
20090861,앨빈과 슈퍼밴드2,2009-12-30,347121,2365469000,5,OLD
20090840,위대한 침묵,2009-12-03,29532,210707500,9,OLD
20090888,용서는 없다,2010-01-07,360308,2777350000,3,OLD
20090864,더 로드,2010-01-07,109748,811881000,7,OLD
20090893,극장판파워레인저 엔진포스VS 와일드스피릿,2010-01-07,82859,591672500,8,NEW
20090821,아스트로 보이-아톰의 귀환,2010-01-13,29963,206195000,10,OLD
20090857,파라노말 액티비티,2010-01-13,193433,1432469000,4,NEW
20090890,아빠가 여자를 좋아해,2010-01-14,112405,809857000,7,OLD
20090892,웨딩드레스,2010-01-14,76271,537076000,9,OLD
20090895,주유소 습격사건 2,2010-01-21,380394,2823682000,3,OLD
20090683,500일의 썸머,2010-01-21,81692,629061500,7,OLD
20090916,8인: 최후의 결사단,2010-01-21,81603,618196000,8,OLD
20090850,공주와 개구리,2010-01-21,59047,406805000,10,NEW
20090914,하모니,2010-01-28,609234,4416008500,2,OLD
20090926,식객2 : 김치전쟁,2010-01-28,254575,1842057500,5,OLD
20090897,꼬마 니콜라,2010-01-28,108024,736837000,7,OLD
20090913,들어는 봤니? 모건 부부,2010-01-28,68993,533846500,8,NEW
20090904,의형제,2010-02-04,889799,6636772500,1,OLD
20090923,퍼시 잭슨과 번개 도둑,2010-02-11,536353,3913186500,2,OLD
20100017,공자 춘추전국시대,2010-02-11,171554,1300737000,5,OLD
20090718,하늘에서 음식이 내린다면,2010-02-11,142071,1211727500,6,NEW
20090929,울프맨,2010-02-11,129249,1004827000,7,NEW
20090945,발렌타인 데이,2010-02-11,81342,639563000,8,NEW
20100012,원피스 극장판: 스트롱 월드,2010-02-11,36379,248966000,10,OLD
20090160,평행이론,2010-02-18,296230,2189371500,6,OLD
20090865,러블리 본즈,2010-02-25,120378,887199000,7,NEW
20100077,포스 카인드,2010-02-25,100879,747775000,8,NEW
20100090,클로이,2010-02-25,69903,538370500,9,OLD
20100039,하치 이야기,2010-02-18,89724,653373000,10,OLD
20090930,이상한 나라의 앨리스,2010-03-04,620020,5970763000,1,OLD
20100098,디어 존,2010-03-04,109006,828626000,7,OLD
20100101,프롬 파리 위드 러브,2010-03-11,220819,1693909500,3,OLD
20090894,사랑은 너무 복잡해,2010-03-11,93764,719304500,4,OLD
20100115,대병소장,2010-03-11,66671,491030500,8,OLD
20100105,우리가 꿈꾸는 기적: 인빅터스,2010-03-04,92468,688359500,10,OLD
20100103,셔터 아일랜드,2010-03-18,384907,2892987500,2,NEW
20090939,육혈포 강도단,2010-03-18,303845,2187992000,3,OLD
20100075,무법자,2010-03-18,97303,751325500,6,OLD
20090932,데이브레이커스,2010-03-18,87973,678479000,7,OLD
20090948,그린 존,2010-03-25,292541,2215095500,3,OLD
20100107,비밀애,2010-03-25,93804,707787000,5,OLD
20100116,솔로몬 케인,2010-03-25,87133,663004000,7,NEW
20100018,타이탄,2010-04-01,1078342,8991107000,1,NEW
20090331,폭풍전야,2010-04-01,34142,261077500,8,OLD
20100141,아마존의 눈물,2010-03-25,52856,380640500,10,OLD
20100129,반가운 살인자,2010-04-08,222315,1626569500,2,OLD
20100142,크레이지,2010-04-08,84430,656252500,4,OLD
20100128,프로포즈 데이,2010-04-08,57746,447417000,7,NEW
20090947,집 나온 남자들,2010-04-08,16979,124414000,9,OLD
20100131,베스트셀러,2010-04-15,232004,1745282000,2,OLD
20100143,일라이,2010-04-15,118179,884733500,4,OLD
20100165,블라인드 사이드,2010-04-15,83822,620844000,5,NEW
20100170,바운티 헌터,2010-04-15,31943,245944000,9,NEW
20100168,친정엄마,2010-04-22,140494,1014832500,3,OLD
20100176,허트 로커,2010-04-22,102863,782530500,6,OLD
20100169,킥 애스: 영웅의 탄생,2010-04-22,102132,785605000,7,OLD
20090933,아이언맨 2,2010-04-29,1656785,12367522000,1,NEW
20090931,구르믈 버서난 달처럼,2010-04-28,516837,3869475500,2,OLD
20100198,대한민국 1%,2010-05-05,99184,201758000,5,NEW
20100166,케로로 더 무비 5: 기적의 사차원섬,2010-04-29,104626,720694000,6,OLD
20100190,드래곤 길들이기,2010-05-20,63077,677219000,7,OLD
20100189,브라더스,2010-05-05,52256,390610000,9,OLD
20100188,하녀,2010-05-13,821618,6280423500,1,OLD
20090951,로빈 후드,2010-05-13,551031,4085034000,2,NEW
20100191,시,2010-05-13,37414,271675500,8,OLD
20100256,내 깡패 같은 애인,2010-05-20,279279,2050416500,5,OLD
20100192,나이트메어,2010-05-20,88989,698463500,6,NEW
20100193,페르시아의 왕자: 시간의 모래,2010-05-27,720421,5342901500,1,NEW
20100206,꿈은 이루어진다,2010-05-27,69900,502449500,7,OLD
20090927,방자전,2010-06-02,882357,6787005500,1,OLD
20090921,엣지 오브 다크니스,2010-06-02,137528,1016636500,6,NEW
20100278,유령작가,2010-06-02,126061,935416000,7,NEW
20100295,A-특공대,2010-06-10,243753,1824716500,4,NEW
20100292,베스트 키드,2010-06-10,154603,1087040000,5,NEW
20100285,섹스 앤 더 시티 2,2010-06-10,137170,1051927500,6,NEW
20100296,포화속으로,2010-06-16,132369,995584500,7,OLD
20100291,스트리트댄스,2010-06-16,83880,939577000,8,OLD
20100311,엽문2,2010-06-16,41416,314436500,9,OLD
20100332,토마스와 친구들 - 극장판 2,2010-06-10,9330,66889500,10,NEW
20100310,나잇&데이,2010-06-24,592851,4557731500,2,OLD
20100210,맨발의 꿈,2010-06-24,130137,948877500,5,OLD
20100335,여대생 기숙사,2010-06-23,41189,316771000,8,NEW
20100333,슈렉 포에버,2010-07-01,763135,7912502600,1,NEW
20100353,파괴된 사나이,2010-07-01,432416,3305742100,4,OLD
20090943,스플라이스,2010-07-01,93267,728825500,7,NEW
20100339,필립모리스,2010-07-01,55572,429335700,9,OLD
20100361,이클립스,2010-07-07,1106811,8031428500,1,OLD
20100362,킬러 인사이드 미,2010-07-07,37975,291592500,9,OLD
20100376,아더와 미니모이 2 : 셀레니아 공주 구출 작전,2010-07-08,33665,220809500,10,NEW
20100209,이끼,2010-07-14,1141467,8728910000,1,OLD
20100312,인셉션,2010-07-21,1238624,9405346000,1,OLD
20100381,마법사의 제자,2010-07-21,342873,2462090500,3,OLD
20100380,마음이2,2010-07-21,277557,1870873000,4,OLD
20100378,명탐정 코난: 천공의 난파선,2010-07-21,227416,1481553000,6,NEW
20100370,솔트,2010-07-29,1073949,8131226500,2,NEW
20100326,고死 두 번째 이야기: 교생실습,2010-07-28,491572,3334950500,4,NEW
20090953,오션스,2010-07-28,255703,1775328000,5,OLD
20100379,극장판 도라에몽: 진구의 인어대해전,2010-07-28,115619,773845500,9,OLD
20100214,아저씨,2010-08-04,984223,7555809000,3,OLD
20100377,토이 스토리 3,2010-08-05,558790,5578352200,4,NEW
20100382,스텝 업 3D,2010-08-05,255202,2772667000,8,OLD
20100301,악마를 보았다,2010-08-12,636219,4915488500,3,OLD
20090952,내니맥피 2: 유모와마법소동,2010-08-11,121941,811811500,7,NEW
20100758,오션월드 3D,2010-08-11,83407,878766900,9,OLD
20100767,라스트 에어벤더,2010-08-19,764089,7817334500,2,NEW
20100768,익스펜더블,2010-08-19,235390,1812787000,6,OLD
20100769,폐가,2010-08-19,136830,965236000,8,OLD
20100816,피라냐,2010-08-26,264120,2974487500,5,OLD
20100794,프레데터스,2010-08-26,187348,1354547500,6,OLD
20100796,아바타 3D 스페셜에디션,2010-09-04,93094,1147344000,9,NEW
20100766,킬러스,2010-09-02,210912,1566002000,2,OLD
20100807,뮬란: 전사의 귀환,2010-09-02,89512,638875000,7,NEW
20100808,애프터 라이프,2010-09-02,87817,647050000,8,OLD
20100300,죽이고 싶은,2010-08-26,124179,925388500,10,OLD
20100305,해결사,2010-09-09,635714,4824555000,1,OLD
20100810,마루 밑 아리에티,2010-09-09,442853,3182832500,2,NEW
20100281,김복남 살인사건의 전말,2010-09-02,123892,967447000,5,OLD
20100834,시라노; 연애조작단,2010-09-16,63595,463105500,8,OLD
20100813,퀴즈왕,2010-09-16,50743,367420000,10,OLD
20100833,무적자,2010-09-16,381040,2861912500,1,OLD
20100811,레지던트 이블 4: 끝나지 않은 전쟁 3D,2010-09-16,368732,4527035500,3,NEW
20100814,슈퍼  배드,2010-09-16,181418,1763663000,6,OLD
