movieCd,movieNm,openDt,audiAcc,salesAcc,rank,rankOldAndNew
20030410,실미도,2003-12-24,647712,4117849500,1,OLD
20030316,반지의 제왕 : 왕의 귀환,2003-12-17,548189,3409265500,2,OLD
20030430,라스트 사무라이,2004-01-09,88264,558264500,3,OLD
20030420,동해물과 백두산이,2003-12-31,150056,957631000,4,OLD
20030404,러브 액츄얼리,2003-12-05,187174,1221941000,5,OLD
20030426,더 캣,2003-12-31,30403,185512000,7,OLD
20030350,올드보이,2003-11-21,294319,1897548500,8,OLD
20030408,해피 에로 크리스마스,2003-12-17,64378,411188500,9,OLD
20030433,말죽거리 잔혹사,2004-01-16,284,2175500,10,NEW
20030435,내사랑 싸가지,2004-01-16,77531,472339000,4,NEW
20040442,피터 팬,2004-01-16,25823,155524500,6,NEW
20040441,빙우,2004-01-16,24043,155315000,7,NEW
20030436,브라더 베어,2004-01-16,8150,53901500,11,NEW
20040443,페이첵,2004-01-22,70078,446261500,4,NEW
20030434,안녕! 유에프오,2004-01-30,27937,173498500,7,NEW
20030439,그녀를 모르면 간첩,2004-01-30,23907,146877500,9,NEW
20030437,런어웨이,2004-01-30,14532,92187500,10,NEW
20030371,태극기 휘날리며,2004-02-05,408103,2535930000,1,NEW
20030206,베이직,2004-02-06,8392,53605500,10,NEW
20040467,사랑할 때 버려야 할 아까운 것들,2004-02-13,37061,234276500,3,NEW
20040460,열두명의 웬수들 ,2004-02-13,7159,44586500,6,NEW
20030440,자토이치,2004-01-30,22338,144138000,10,OLD
20030413,목포는 항구다,2004-02-20,68018,422073000,3,OLD
20040446,그녀를 믿지 마세요,2004-02-20,66705,412631000,4,OLD
20040461,콜드 마운틴,2004-02-20,19601,122344500,6,NEW
20040476,사랑도 통역이 되나요?,2004-02-20,14163,91494000,7,NEW
20040459,스파이 키드 3D,2004-02-13,5663,34331500,11,OLD
20040448,타임라인,2004-02-27,14412,90901500,7,NEW
20040447,스쿨 오브 락,2004-02-27,12349,75905000,8,NEW
20040464,8명의 여인들,2004-02-27,7205,45975500,11,NEW
20040505,사마리아,2004-03-05,25569,161991500,5,NEW
20040462,빅 피쉬,2004-03-05,19014,122520000,6,NEW
20040479,휴먼 스테인,2004-03-05,11901,76406500,8,NEW
20040471,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,2004-03-12,57954,367639000,3,NEW
20040456,어깨동무,2004-03-12,42808,271735000,4,NEW
20040512,헌티드,2004-03-12,15214,95926000,9,NEW
20040509,모나리자 스마일,2004-03-19,20787,133136000,5,NEW
20040519,히달고,2004-03-19,17268,110006500,7,NEW
20040482,맹부삼천지교,2004-03-26,64424,405338000,2,NEW
20040496,아홉살 인생,2004-03-26,31999,198481500,5,NEW
20040506,허니 ,2004-03-26,15229,99903000,7,NEW
20040525,패션 오브 크라이스트,2004-04-02,124330,788400000,1,NEW
20040481,어린 신부,2004-04-02,112803,698153500,2,OLD
20040486,마지막 늑대,2004-04-01,24045,152633000,6,NEW
20040522,폴리와 함께,2004-04-02,13793,90136000,7,NEW
20040528,고티카,2004-04-02,11047,71092500,9,NEW
20040514,바람의 전설,2004-04-09,24938,159205000,5,NEW
20040499,저지 걸,2004-04-09,21983,140687000,6,NEW
20040487,범죄의 재구성,2004-04-15,222856,1447803000,3,OLD
20040526,첫키스만 50번째,2004-04-15,60402,398790000,4,NEW
20040455,무간도3: 종극무간,2004-07-02,19092,131012500,9,NEW
20040524,테이킹 라이브즈,2004-04-15,17057,110394000,10,NEW
20040537,라이어,2004-04-23,55433,365366000,5,NEW
20040488,아라한 장풍대작전,2004-04-30,171072,1111990000,2,NEW
20040533,인 더 컷,2004-04-30,15996,106105500,8,NEW
20040544,스타스키와 허치,2004-04-30,10954,72874000,9,OLD
20040521,더티 댄싱 - 하바나 나이트,2004-04-23,23872,153958000,10,OLD
20040483,효자동 이발사,2004-05-05,304603,1984484500,1,OLD
20040489,여자는 남자의 미래다,2004-05-05,58703,395730500,5,OLD
20040543,스쿠비-두2 : 몬스터 대소동,2004-04-30,18362,115126000,9,OLD
20040549,천공의 성 라퓨타,2004-04-30,15432,95991000,11,OLD
20040556,킬 빌2,2004-05-14,63610,427097500,4,NEW
20040553,새벽의 저주,2004-05-14,44236,290388500,6,NEW
20040555,트로이,2004-05-21,369619,2375241500,1,NEW
20040484,하류인생,2004-05-21,92208,605070500,4,NEW
20040570,옹박 - 무에타이의 후예,2004-05-26,4780,31594500,10,NEW
20040569,디 아이2,2004-05-26,82282,535821000,3,NEW
20040568,내 여자친구를 소개합니다,2004-06-03,539580,3475877000,1,OLD
20040490,투모로우,2004-06-03,428275,2764464500,2,NEW
20040588,레이디킬러,2004-06-04,11859,81365500,9,NEW
20040589,페이스,2004-06-11,128443,826449000,4,NEW
20040591,데스티네이션 2,2004-06-11,50501,336712000,5,OLD
20040559,나두야 간다,2004-06-25,11000,69340500,8,NEW
20040566,슈렉2,2004-06-18,453685,2976503000,1,OLD
20040571,령,2004-06-17,188805,1206857000,4,NEW
20040582,내 남자 친구는 왕자님,2004-06-18,25843,171300000,9,OLD
20040592,몬스터,2004-06-18,20420,134133000,10,NEW
20040579,블러디 선데이,2004-06-18,18391,114413500,11,NEW
20040583,아는 여자,2004-06-25,130791,853006500,4,NEW
20040491,스파이더맨 2,2004-06-30,643527,4142949500,1,NEW
20040515,인어 공주,2004-06-30,197834,1285311000,3,OLD
20040595,"달마야, 서울 가자",2004-07-09,313950,1996510500,2,OLD
20040567,투 가이즈,2004-07-09,214637,1369390000,4,NEW
20040605,착신아리,2004-07-09,95339,596434500,7,NEW
20040598,해리포터와 아즈카반의 죄수,2004-07-16,704652,4356471500,1,NEW
20040585,내 남자의 로맨스,2004-07-16,265234,1707300500,3,NEW
20040576,늑대의 유혹,2004-07-22,415033,2546466500,2,OLD
20040573,킹 아더,2004-07-23,281597,1790696500,4,NEW
20040498,그놈은 멋있었다,2004-07-22,162444,1009887000,5,OLD
20040610,화씨 911,2004-07-22,74826,492657000,8,NEW
20040597,"아이, 로봇",2004-07-30,326066,2101053500,2,NEW
20040580,반 헬싱,2004-07-30,279236,1789248500,4,OLD
20040624,누구나 비밀은 있다,2004-07-30,214549,1394476500,6,NEW
20040614,인형사,2004-07-30,94390,582839500,9,NEW
20040612,신부수업,2004-08-05,315108,1987740000,3,OLD
20040593,분신사바,2004-08-05,279004,1762425500,4,NEW
20040625,얼굴 없는 미녀,2004-08-06,152353,983249500,9,NEW
20040596,바람의 파이터,2004-08-12,428675,2726652500,1,NEW
20040617,시실리 2km,2004-08-13,284516,1818679500,2,NEW
20040618,리딕 - 헬리온 최후의 빛,2004-08-13,162531,1047149000,7,NEW
20040613,알포인트,2004-08-20,289696,1835986000,3,OLD
20040615,본 슈프리머시,2004-08-20,161624,1071713000,4,OLD
20040616,가필드,2004-08-19,113045,694671500,5,NEW
20040637,쓰리 몬스터,2004-08-20,95110,612547500,7,NEW
20040623,헬보이,2004-08-20,71528,461766000,10,NEW
20040631,터미널,2004-08-27,315564,2043248000,2,NEW
20040600,프레디 대 제이슨-13일의 금요일11,2004-08-27,34652,222921000,9,NEW
20040554,가족,2004-09-03,168016,1073144500,4,NEW
20040659,돈 텔 파파,2004-09-03,142682,902219500,5,NEW
20040648,에이리언 VS 프레데터,2004-09-03,98697,629101000,7,NEW
20040581,퀸카로 살아남는 법,2004-09-03,47517,308926000,8,NEW
20040608,거미숲,2004-09-03,42055,273950500,10,OLD
20040640,연인,2004-09-10,430281,2780917500,1,NEW
20040649,귀신이 산다,2004-09-17,434211,2751677000,1,OLD
20040642,80일간의 세계 일주,2004-09-17,139498,885659000,4,NEW
20040619,슈퍼스타 감사용,2004-09-17,136368,892894500,5,OLD
20040651,꽃피는 봄이 오면,2004-09-23,136488,877172500,4,NEW
20040650,빌리지,2004-09-24,105321,695110000,7,NEW
20040669,캣우먼,2004-09-24,64847,421935500,8,NEW
20040670,맨 온 파이어,2004-09-24,58065,374072000,9,OLD
20040676,스텝포드 와이프,2004-10-01,55364,371560500,10,OLD
20040628,우리 형,2004-10-08,487280,3071176500,1,NEW
20040656,세상의 중심에서 사랑을 외치다,2004-10-08,110069,711609500,3,NEW
20040655,콜래트럴,2004-10-15,210152,1379747500,2,NEW
20040690,2046,2004-10-15,57143,374205500,5,NEW
20040688,빈집,2004-10-15,37685,244723500,6,OLD
20040641,S 다이어리,2004-10-22,426701,2734097500,1,OLD
20040658,썸,2004-10-22,97951,624992000,4,NEW
20040689,비포 선셋,2004-10-22,45695,309368000,7,NEW
20040680,21 그램,2004-10-23,31181,206969000,8,NEW
20040671,주홍글씨,2004-10-29,427637,2772107500,1,NEW
20040695,이프 온리,2004-10-29,87626,573265000,6,OLD
20040685,프린세스 다이어리 2,2004-10-29,60855,379634000,7,OLD
20040673,내 머리 속의 지우개,2004-11-05,463193,2950525000,1,OLD
20040696,레지던트 이블 2-아포칼립스,2004-11-05,124026,818386500,5,NEW
20040694,완벽한 그녀에게 딱 한가지 없는 것,2004-11-05,24945,161969000,10,NEW
20040698,쉘 위 댄스,2004-11-12,45507,305957000,6,OLD
20040723,사랑에 빠지는 아주 특별한 법칙,2004-11-12,45231,299435000,7,NEW
20040716,모터사이클 다이어리,2004-11-12,26998,174158000,8,NEW
20040657,여선생 VS 여제자,2004-11-17,300073,1868292500,2,OLD
20040700,나비효과,2004-11-12,210019,1372071000,3,NEW
20040704,하나와 앨리스,2004-11-17,54301,342311000,6,OLD
20040731,엑소시스트: 더 비기닝,2004-11-17,39399,261480000,8,NEW
20040711,화이트 칙스,2004-11-17,36521,229061500,9,NEW
20040734,노트북,2004-11-26,107093,698222000,5,OLD
20040720,택시: 더 멕시멈,2004-11-17,47271,299606000,6,NEW
20040738,"DMZ, 비무장지대",2004-11-26,44286,286725500,7,NEW
20040472,귀여워,2004-11-26,33391,216259000,8,OLD
20040715,포가튼,2004-12-03,96496,633403000,6,NEW
20040752,까불지마,2004-12-03,68990,448650000,7,NEW
20040672,발레 교습소,2004-12-03,52051,323479500,9,OLD
20040721,오페라의 유령,2004-12-08,442616,2809515000,1,OLD
20040743,브리짓 존스의 일기2 : 열정과 애정,2004-12-08,309036,2020995000,2,OLD
20040682,역도산,2004-12-15,481034,3053647000,1,OLD
20040717,블레이드 3,2004-12-15,290017,1889026000,4,NEW
20040745,인크레더블,2004-12-15,244038,1530185000,5,OLD
20040736,엘프,2004-12-15,32996,203223000,7,NEW
20040756,하울의 움직이는 성,2004-12-23,570121,3573023000,1,OLD
20040748,폴라 익스프레스,2004-12-23,131070,828033500,7,OLD
20040766,여고생 시집가기,2004-12-23,40924,252704500,8,OLD
20040746,서바이빙 크리스마스,2004-12-24,23102,148832500,9,NEW
20040706,알렉산더,2004-12-31,598669,3797478500,2,NEW
20040755,내셔널 트레져,2004-12-31,381798,2464473000,3,NEW
20040750,신석기 블루스,2004-12-30,142189,911259000,6,NEW
20040744,샤크,2005-01-07,339927,2141225500,4,OLD
20048103,오션스 트웰브,2005-01-07,332414,2153269000,5,NEW
20040774,몽정기2,2005-01-14,417232,2606339000,1,NEW
20040776,쿵푸 허슬,2005-01-14,307190,1985966000,3,NEW
20040775,키다리 아저씨,2005-01-14,185866,1182870500,7,OLD
20040705,월드 오브 투모로우,2005-01-14,180504,1167501000,8,NEW
20040790,뉴 폴리스 스토리,2005-01-21,170520,1074069500,6,OLD
20040791,엘렉트라,2005-01-21,102811,673727500,10,NEW
20040786,공공의 적 2,2005-01-27,825700,5295599500,1,OLD
20040785,말아톤,2005-01-27,592328,3733907000,2,OLD
20040779,레모니 스니켓의 위험한 대결,2005-01-28,318057,1986158000,3,OLD
20050008,B형 남자친구,2005-02-03,388139,2414084500,3,NEW
20050007,그때 그 사람들,2005-02-03,266455,1729639000,4,NEW
20040798,클로저,2005-02-03,87180,561840000,6,OLD
20040781,피닉스,2005-02-04,23637,152510000,9,NEW
20050010,콘스탄틴,2005-02-08,830455,5380544000,3,NEW
20040797,마더 데레사,2005-01-21,50851,300772000,10,OLD
20050011,파송송 계란탁,2005-02-18,320107,2021531000,3,NEW
20040749,에비에이터,2005-02-18,206930,1327076500,5,NEW
20040793,"제니, 주노",2005-02-18,115019,685783500,7,NEW
20040771,레드 아이,2005-02-18,101943,635657000,9,NEW
20050018,숨바꼭질,2005-02-25,228222,1440918000,4,NEW
20050004,네버랜드를 찾아서,2005-02-25,76651,491885000,7,OLD
20050016,나인 야드 2,2005-02-24,49695,316509500,10,OLD
20050012,레이,2005-02-25,154208,1021512500,8,OLD
20050027,코러스,2005-03-03,62742,404028000,9,OLD
20040778,마파도,2005-03-10,407651,2598227000,1,OLD
20050028,밀리언 달러 베이비,2005-03-10,234161,1527226289,2,OLD
20050033,Mr.히치: 당신을 위한 데이트 코치,2005-03-11,192817,1261244000,3,NEW
20050014,쏘우,2005-03-10,107848,700100500,6,OLD
20050013,잠복근무,2005-03-17,451182,2845994000,2,OLD
20050037,호스티지,2005-03-18,130465,841890000,5,NEW
20040751,"여자, 정혜",2005-03-10,32044,208513500,9,OLD
20050042,"지금, 만나러 갑니다",2005-03-25,81867,513730500,6,OLD
20040702,윔블던,2005-03-25,55831,367959000,8,NEW
20040741,래더 49,2005-03-25,27764,175131500,10,NEW
20050049,주먹이 운다(Crying Fist),2005-04-01,360754,2303361500,1,OLD
20050017,달콤한 인생,2005-04-01,324246,2117784500,3,OLD
20050048,미스 에이전트2 : 라스베가스 잠입사건,2005-04-01,64687,417065500,5,NEW
20050039,유희왕,2010-01-28,35302,174036000,10,NEW
20050029,엄마,2005-04-07,79215,485591000,5,NEW
20040754,블랙아웃,2005-04-07,64411,414301000,7,NEW
20050058,화이트 노이즈,2005-04-08,27811,179999000,10,NEW
20040772,역전의 명수,2005-04-15,184708,1173671500,2,OLD
20050034,미트 페어런츠2,2005-04-15,99482,653040500,5,NEW
20040687,아나콘다2 : 사라지지 않는 저주,2005-04-15,34556,214384500,9,NEW
20050060,어바웃 러브,2005-04-21,145756,955853500,3,OLD
20050069,인터프리터,2005-04-22,113615,736270000,6,OLD
20050077,댄서의 순정,2005-04-28,470958,3017155000,1,NEW
20050065,트리플 X2 : 넥스트 레벨,2005-04-29,189853,1220122500,2,NEW
20050072,착신아리2,2005-04-29,95066,597399500,6,NEW
20050076,혈의 누,2005-05-04,700519,4488759506,1,NEW
20050078,킹덤 오브 헤븐,2005-05-04,545436,3476275000,3,NEW
20050074,밀리언즈,2005-05-04,112518,690941000,5,OLD
20050061,코치 카터,2005-05-13,36693,230580500,7,NEW
20050095,킨제이 보고서,2005-05-13,27959,179288500,8,NEW
20050046,남극일기,2005-05-19,468191,2942400500,1,OLD
20050083,연애술사,2005-05-20,237140,1494582500,4,NEW
20050101,하우스 오브 왁스,2005-05-20,103401,674366500,6,OLD
20050092,"우리, 사랑일까요?",2005-05-20,63705,415185500,7,OLD
20050085,스타워즈 에피소드3 - 시스의복수,2005-05-26,535419,3403843500,1,OLD
20050045,"안녕, 형아",2005-05-27,259801,1586642500,4,OLD
20050087,그루지,2005-05-26,215361,1320295500,5,OLD
20050117,pm 11:14,2005-06-02,108619,699022000,5,OLD
20050062,링2(2005),2005-06-03,96531,605883503,6,OLD
20050126,패시파이어,2005-06-03,30642,196478500,9,NEW
20050110,연애의 목적,2005-06-10,478931,3107393500,1,OLD
20050064,간 큰 가족,2005-06-09,424981,2677703390,2,OLD
20050113,미스터 & 미세스 스미스,2005-06-16,736175,4725523000,1,NEW
20040638,텍사스 전기톱 연쇄살인사건,2005-06-16,81099,527987000,5,OLD
20050001,2005 [통합]패키지영화, ,24388,200124500,10,OLD
20050112,배트맨 비긴즈,2005-06-24,319565,2056563000,2,NEW
20050115,사하라,2005-06-24,186712,1198328000,5,OLD
20050135,분홍신,2005-06-30,355782,2272009000,2,NEW
20050084,씬 시티,2005-06-30,166080,1082394500,5,OLD
20050129,셔터,2005-06-30,104382,667807500,8,OLD
20050131,아미티빌 호러,2005-07-01,47470,306033500,9,OLD
20050137,우주전쟁,2005-07-07,1227951,7767089390,1,OLD
20050130,어썰트 13,2005-07-07,54046,350516500,8,OLD
20050140,마다가스카,2005-07-14,468949,2993247500,2,OLD
20050141,천군,2005-07-15,332070,2082803000,3,NEW
20050142,여고괴담 4 : 목소리,2005-07-15,195393,1213595500,5,NEW
20050144,아일랜드,2005-07-21,865810,5517330500,1,NEW
20050147,샤크보이와 라바걸의 모험 : 3-D,2005-07-21,21016,124659000,8,OLD
20050148,친절한 금자씨,2005-07-29,1142930,7474647500,1,OLD
20050179,스텔스,2005-07-28,218491,1390513000,4,NEW
20050168,로봇(애니),2005-07-28,188361,1144297500,5,NEW
20050176,부기맨,2005-07-28,41773,261066000,8,NEW
20050180,웰컴 투 동막골,2005-08-04,982428,6172572000,2,OLD
20050154,발리언트(애니),2005-08-05,78725,476622000,7,NEW
20050178,박수칠 때 떠나라,2005-08-11,562961,3579125500,2,OLD
20050145,판타스틱4,2005-08-11,272435,1697513500,5,NEW
20050160,가발,2005-08-12,220047,1380832000,6,OLD
20050189,"이대로, 죽을 순 없다(Short Time)",2005-08-18,269398,1702911500,3,OLD
20050186,옹박 : 두번째 미션,2005-08-18,165431,1042078500,8,NEW
20050190,첼로-홍미주 일가 살인사건,2005-08-18,104010,648445500,9,NEW
20050205,그녀는 요술쟁이,2005-08-25,134861,858949000,4,NEW
20050185,애프터 선셋,2005-08-25,132158,829863500,5,OLD
20050198,인 굿 컴퍼니,2005-08-26,92085,604707500,7,NEW
20050207,크림슨 리버2,2005-09-01,109161,685776500,5,NEW
20050108,게스후,2005-09-02,97305,631192500,6,OLD
20050216,형사 Duelist,2005-09-08,65715,433594500,9,NEW
20050218,랜드 오브 데드,2005-09-02,62235,404152000,10,OLD
20050219,가문의 위기,2005-09-07,1054196,6607860000,1,OLD
20050220,외출,2005-09-07,360497,2325313500,4,NEW
20050221,나이트 플라이트,2005-09-09,114879,743477000,5,NEW
20050222,신데렐라맨,2005-09-15,17928,84887000,9,OLD
20050225,찰리와 초콜릿 공장,2005-09-16,274790,1680141000,3,OLD
20050164,더 독,2005-09-16,122322,774187500,7,NEW
20050239,너는 내 운명,2005-09-23,89139,592528500,9,OLD
20050237,미스터 주부퀴즈왕,2005-09-30,15101,61323000,10,OLD
20050233,강력 3반,2005-09-29,289127,1770496000,3,OLD
20050238,칠검,2005-09-29,152810,983420000,6,OLD
20050245,사랑니,2005-09-29,81872,524621000,8,OLD
20050228,보글보글 스폰지밥(애니),2005-09-30,27413,149349000,10,NEW
20050232,내 생애 가장 아름다운 일주일,2005-10-07,491205,3184837500,2,OLD
20050249,날 미치게하는 남자,2005-10-07,73916,445104000,9,OLD
20050258,신화 : 진시황릉의 비밀,2005-10-13,215753,1347788000,3,NEW
20050250,당신이 사랑하는 동안에,2005-10-13,68489,444341500,7,NEW
20050229,4 브라더스,2005-10-14,52353,343836000,8,NEW
20050256,새드무비,2005-10-20,35992,189148500,9,NEW
20050257,케이브,2005-10-20,124154,787405000,5,OLD
20050152,베니스의 상인,2005-10-20,71750,417261000,6,NEW
20050259,트랜스포터 엑스트림,2005-10-20,57625,371211000,9,NEW
20050261,야수와 미녀,2005-10-27,300503,1879217000,2,OLD
20050271,오로라 공주,2005-10-27,271071,1760727500,4,NEW
20050263,레전드 오브 조로,2005-10-28,163908,1015943500,5,NEW
20050254,퍼펙트 웨딩(몬스터 인 로),2005-10-20,74489,478329000,8,NEW
20050253,유령신부(애니),2005-11-03,196308,1249862000,4,NEW
20050276,"사랑해, 말순씨",2005-11-03,185020,1177071000,5,OLD
20050278,월래스와 그로밋 : 거대토끼의 저주,2005-11-04,165663,1034727000,6,OLD
20050277,40살까지 못해본 사람,2005-11-04,35899,234841500,9,NEW
20050280,미스터 소크라테스,2005-11-10,353498,2239722000,1,OLD
20050255,플라이트 플랜,2005-11-18,290000,1825913000,3,OLD
20050283,"소년, 천국에 가다",2005-11-11,143642,865253500,6,OLD
20050082,이터널 선샤인,2005-11-10,63931,413909000,10,OLD
20050291,그림형제 : 마르바덴 숲의 전설,2005-11-17,290460,1853279000,2,NEW
20050288,무영검,2005-11-18,255979,1646820000,3,NEW
20050290,로드 오브 워,2005-11-18,62571,392584000,6,NEW
20050289,엘리자베스타운,2005-11-18,51885,343386000,10,NEW
20050292,광식이 동생 광태,2005-11-23,746269,4686364000,1,OLD
20050305,나의 결혼원정기,2005-11-23,281608,1704605500,3,OLD
20050284,도쿄타워,2005-11-23,32516,211045500,9,OLD
20050310,해리 포터와 불의 잔,2005-12-01,1055521,6639918000,1,OLD
20050318,6월의 일기,2005-12-01,243985,1517660500,3,OLD
20050319,저스트 라이크 헤븐,2005-12-01,119741,783398500,5,NEW
20050320,둠,2005-12-02,21321,138643500,10,NEW
20050322,프라임 러브,2005-12-08,139706,863574500,4,OLD
20050306,애인,2005-12-08,69282,441573000,7,NEW
20050326,태풍,2005-12-14,1370600,8702657500,1,OLD
20050324,킹콩,2005-12-14,669955,4179303500,2,NEW
20050331,"우리, 사랑해도 되나요?",2005-12-15,39464,256677000,7,NEW
20050330,작업의 정석,2005-12-21,26399,168223000,10,NEW
20050332,파랑주의보,2005-12-22,190708,1164628500,5,OLD
20050333,왕의 남자,2005-12-29,1007537,6237405300,1,OLD
20050338,"나니아 연대기-사자,마녀 그리고 옷장",2005-12-29,870055,5397101400,2,NEW
20050342,청연,2005-12-29,299269,1855948600,6,OLD
20050346,싸움의 기술,2006-01-05,497054,3194795000,4,OLD
20050353,퍼햅스 러브,2006-01-05,58109,373580500,9,OLD
20050345,야수,2006-01-12,494114,3146544500,2,OLD
20050352,당신이 그녀라면,2006-01-12,28820,186150000,9,OLD
20050363,투사부일체,2006-01-19,1388475,8688131500,2,NEW
20050349,홀리데이,2006-01-19,258030,1609917500,4,OLD
20050361,투 브라더스,2006-01-20,74518,453415500,8,OLD
20050359,무극,2006-01-26,302202,1889493000,4,OLD
20050354,사랑을 놓치다,2006-01-26,157376,998509000,5,OLD
20050364,치킨리틀,2006-01-26,158316,942838000,6,OLD
20050362,게이샤의 추억,2006-02-02,333806,2109357500,5,OLD
20050360,내니맥피-우리 유모는 마법사,2006-02-03,120136,728612000,8,NEW
20060017,흡혈형사 나도열,2006-02-09,618723,3831850500,2,OLD
20060016,뮌헨,2006-02-10,307476,1956533500,4,NEW
20060015,백만장자의 첫사랑,2006-02-09,257783,1559781000,6,OLD
20060022,폭풍우 치는 밤에,2006-02-09,57960,341868000,10,NEW
20060019,구세주,2006-02-16,466401,2877603500,3,NEW
20050351,쏘우 2,2006-02-16,161341,1033619000,8,NEW
20060024,파이어월,2006-02-17,82174,528711000,9,NEW
20050355,음란서생,2006-02-23,759048,4904183000,1,OLD
20060031,언더월드2 - 에볼루션,2006-02-23,173303,1081484000,5,OLD
20060025,손님은 왕이다,2006-02-23,80752,520125000,8,OLD
20060038,웨딩 크래셔,2006-03-01,147709,941941500,5,OLD
20060040,브로크백 마운틴,2006-03-01,78875,515163900,7,NEW
20050350,데이지,2006-03-09,518913,3269146000,1,NEW
20060042,앙코르,2006-03-09,93780,603621600,6,OLD
20050344,여교수의 은밀한 매력,2006-03-16,346054,2236383300,1,NEW
20060046,방과후 옥상,2006-03-16,281233,1760880000,3,OLD
20060047,로망스,2006-03-16,190081,1225338100,5,NEW
20060048,브이 포 벤데타,2006-03-16,188169,1211631900,6,NEW
20060051,청춘만화,2006-03-23,665005,4135266700,1,OLD
20060033,오만과 편견,2006-03-24,191411,1197290300,4,OLD
20060050,무인 곽원갑,2006-03-23,166173,1044314300,5,NEW
20060057,뻔뻔한 딕&제인,2006-03-30,237330,1481001600,3,OLD
20060056,원초적 본능 2,2006-03-30,188198,1210035600,4,NEW
20050308,카리스마 탈출기,2006-03-30,63227,393693100,8,OLD
20060067,시리아나,2006-03-30,55761,357061900,9,NEW
20060068,"달콤, 살벌한 연인",2006-04-06,497779,3221690200,1,OLD
20060018,빨간모자의 진실,2006-04-06,319828,1911314200,2,OLD
20060073,크래쉬,2006-04-06,70335,455291100,7,NEW
20060076,에디슨 시티,2006-04-06,62427,390272500,8,OLD
20060075,달콤한 백수와 사랑만들기,2006-04-07,43260,287391000,10,OLD
20060080,드리머,2006-04-13,143754,874175900,3,OLD
20060052,엑소시즘 오브 에밀리 로즈,2006-04-13,87846,545914400,5,NEW
20060077,연리지,2006-04-13,80705,488192200,7,OLD
20060082,매치 포인트,2006-04-13,64990,432213600,8,OLD
20060087,인사이드 맨,2006-04-21,155556,990496600,3,NEW
20060089,식스틴블럭,2006-04-20,150733,961328500,4,OLD
20060299,원피스 - 기계태엽성의 메카거병,2006-10-26,139551,836148500,5,OLD
20060090,아이스 에이지 2,2006-04-20,112050,710021600,6,OLD
20060088,마이 캡틴 김대출,2006-04-20,84537,524532900,8,OLD
20060100,사생결단,2006-04-27,642293,4063411300,1,OLD
20060005,맨발의 기봉이,2006-04-26,492761,3036860100,2,OLD
20060085,도마뱀,2006-04-27,212145,1357066000,4,OLD
20060107,미션 임파서블 3,2006-05-03,1445146,9135443000,1,OLD
20060093,국경의 남쪽,2006-05-04,145840,926801900,6,OLD
20060119,개구리중사 케로로,2006-05-04,47803,278356000,10,NEW
20060113,파이널 데스티네이션,2006-05-11,180882,1169265600,4,OLD
20060112,공필두,2006-05-11,109462,657543300,5,NEW
20060121,안소니 짐머,2006-05-11,18536,119301600,10,OLD
20060117,다빈치 코드,2006-05-18,1250605,7777679500,1,NEW
20060123,가족의 탄생,2006-05-18,112710,697255900,6,OLD
20060134,짝패,2006-05-25,380398,2439365000,3,NEW
20060124,호로비츠를 위하여,2006-05-25,200807,1213224800,4,OLD
20060125,"생, 날선생",2006-05-25,154526,938864500,5,OLD
20060126,행운을 돌려줘!,2006-05-25,23989,150503700,10,NEW
20060129,포세이돈,2006-05-31,952588,6008864300,1,NEW
20060130,헷지,2006-05-31,346534,2107230200,5,OLD
20060135,모노폴리,2006-06-01,174470,1070429000,6,NEW
20060070,구타유발자들,2006-05-31,91592,597566700,8,NEW
20060152,오멘,2006-06-06,208648,1326041400,6,NEW
20060161,환생,2006-06-08,167746,1008016800,7,OLD
20060136,엑스맨 : 최후의 전쟁,2006-06-15,806984,5080132800,1,OLD
20060137,비열한 거리,2006-06-15,518311,3303122400,2,OLD
20060138,강적,2006-06-22,171411,1050605300,3,OLD
20060164,착신아리 파이널,2006-06-22,151218,942621900,5,OLD
20060156,럭키 넘버 슬레븐,2006-06-22,132263,824610300,6,OLD
20060155,이온 플럭스,2006-06-22,45256,285973100,8,NEW
20060148,수퍼맨 리턴즈,2006-06-28,814768,5169977300,1,NEW
20060157,아랑,2006-06-28,343927,2121877000,3,OLD
20050313,아치와 씨팍,2006-06-28,71936,461377800,8,OLD
20060139,하프 라이트,2006-06-28,35310,220665000,10,NEW
20060146,캐리비안의 해적 : 망자의 함,2006-07-06,1227872,7451616500,1,OLD
20060160,아파트,2006-07-06,259994,1671244000,4,OLD
20060180,파이스토리,2006-07-06,100874,578464000,6,OLD
20060147,한반도,2006-07-13,1080653,6666600000,2,OLD
20060196,얼음왕국 : 북극의 여름이야기(다큐),2006-07-13,27796,166025500,8,OLD
20060149,카,2006-07-20,198209,1159840500,3,NEW
20060173,패스트 앤 퓨리어스 도쿄 드리프트,2006-07-20,114646,700310500,6,OLD
20060193,울트라바이올렛,2006-07-20,64879,407017000,8,OLD
20060204,포켓몬 레인저와 바다의 왕자 마나피,2006-07-20,53053,298145000,10,NEW
20060151,괴물,2006-07-27,2265702,14032144300,1,OLD
20060202,유실물,2006-07-27,124428,766994000,5,NEW
20060194,가필드 2,2006-07-27,65390,375337800,6,OLD
20060207,2월 29일 - 어느날 갑자기 첫번째 이야기,2006-07-21,53216,332301000,10,OLD
20060210,스승의 은혜,2006-08-03,243697,1541262500,3,NEW
